expanded_url,file_name,directory,file_downloaded
https://api.nga.gov/iiif/1d8a629a-dd9a-4317-9962-e5dde013d7f8/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/1d8a629a-dd9a-4317-9962-e5dde013d7f8/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/1d8a629a-dd9a-4317-9962-e5dde013d7f8/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/23b45aeb-802e-4831-9562-9fd4e8d9b72d/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/23b45aeb-802e-4831-9562-9fd4e8d9b72d/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/23b45aeb-802e-4831-9562-9fd4e8d9b72d/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/0bd6f5d8-336a-49f7-b284-db84642d6787/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/0bd6f5d8-336a-49f7-b284-db84642d6787/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/0bd6f5d8-336a-49f7-b284-db84642d6787/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/1e952c95-3cd8-4e6d-8a39-171e72f15cf7/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/1e952c95-3cd8-4e6d-8a39-171e72f15cf7/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/1e952c95-3cd8-4e6d-8a39-171e72f15cf7/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/e169febb-9246-4742-818a-6c1fb1c880b7/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/e169febb-9246-4742-818a-6c1fb1c880b7/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/e169febb-9246-4742-818a-6c1fb1c880b7/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/16422d7b-ed31-4fd0-8938-d114b19b5b49/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/16422d7b-ed31-4fd0-8938-d114b19b5b49/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/16422d7b-ed31-4fd0-8938-d114b19b5b49/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/702ff031-ba28-4def-a519-1ab593ce288c/full/full/0/default.jpg,Untitled_(Harriet_Tubman).jpg,./All_Images,True
https://api.nga.gov/iiif/4ee7a8b1-b80b-49e2-8739-8550c28cf79a/full/full/0/default.jpg,Drowned_Shadow.jpg,./All_Images,True
https://api.nga.gov/iiif/98ae910f-0268-4f9a-81a5-e85ca42379b5/full/full/0/default.jpg,Untitled_(Abstraction).jpg,./All_Images,True
https://api.nga.gov/iiif/e22a39b0-11ab-4523-98fa-907de7297423/full/full/0/default.jpg,Image_de_Soleil_Froid.jpg,./All_Images,True
https://api.nga.gov/iiif/aa152ef1-f57e-444f-82ed-9e6cde46ee7d/full/full/0/default.jpg,Rumba.jpg,./All_Images,True
https://api.nga.gov/iiif/0a295f53-2395-477a-accb-a71fb0acd29c/full/full/0/default.jpg,El_ensueño_(The_daydream).jpg,./All_Images,True
https://api.nga.gov/iiif/3e7d8da2-28d2-4fd4-8227-6b38bea8e66b/full/full/0/default.jpg,La_buena_fama_durmiendo_(The_good_reputation_sleeping).jpg,./All_Images,True
