objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name
194318,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
194338,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
196160,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
197749,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
197750,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
197752,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
199322,1,artist,artist,46354,,"Rizzi, Maria Teresa",Maria Teresa Rizzi,Rizzi,"Argentinean, born 1957",1,1957.0,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
216620,1,artist,artist,49585,,"Reynoso, Antonio",Antonio Reynoso,Reynoso,"Mexican, 1919 - 1996",1,1919.0,1996.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
222830,1,artist,artist,51620,500332855.0,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
222831,1,artist,artist,51620,500332855.0,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
48921,1,artist,artist,5101,500335123.0,"Nieto, Rodolfo",Rodolfo Nieto,Nieto,"Mexican, 1936 - 1985",1,1936.0,1985.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
71794,1,artist,artist,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
121051,1,artist,painter,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
121052,1,artist,painter,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
9180,1,artist,artist,3740,500078548.0,"Chavez Morado, José",José Chavez Morado,Chavez Morado,"Mexican, born 1909",1,1909.0,2009.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
145431,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
150708,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
150711,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
150716,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
150703,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
58852,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
58854,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
58856,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
163302,1,artist,artist,38076,500111185.0,"Oiticica, Hélio",Hélio Oiticica,Oiticica,"Brazilian, 1937 - 1980",1,1937.0,1980.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
169092,1,artist,artist,38855,500127966.0,"Garaicoa, Carlos",Carlos Garaicoa,Garaicoa,"Cuban, born 1967",1,1967.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
175619,1,artist,artist,41510,500342516.0,"Meinel, Javier Silva",Javier Silva Meinel,Meinel,"Peruvian, born 1949",1,1949.0,,1926 to 1950,Peruvian,Other,individual,Peruvian,0.0001959887633109,PE,South America,Peru
194319,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
196159,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
196188,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
197747,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
197751,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
197753,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
222850,1,artist,sculptor,38855,500127966.0,"Garaicoa, Carlos",Carlos Garaicoa,Garaicoa,"Cuban, born 1967",1,1967.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
224191,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
92294,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
70423,1,artist,artist,47414,,Peruvian 19th Century,Peruvian 19th Century,Peruvian 19th Century,,1,1800.0,1899.0,1776 to 1800,Peruvian,Other,anonymous,Peruvian,0.0001959887633109,PE,South America,Peru
37447,1,artist,artist,3044,,"Sica, Armando",Armando Sica,Sica,"Argentinean, born 1917",1,1917.0,2017.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
136777,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
150710,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
58844,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
58846,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
58847,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
58851,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
58855,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
63999,1,artist,artist,5820,500330827.0,"Sepulveda, Artemio",Artemio Sepulveda,Sepulveda,"Mexican, born 1935",1,1935.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
184467,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
196158,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
199318,1,artist,artist,46354,,"Rizzi, Maria Teresa",Maria Teresa Rizzi,Rizzi,"Argentinean, born 1957",1,1957.0,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
222827,1,artist,artist,51620,500332855.0,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
222828,1,artist,artist,51620,500332855.0,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
222829,1,artist,artist,51620,500332855.0,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
70294,1,artist,artist,6587,500117956.0,"Presas, Leopoldo",Leopoldo Presas,Presas,"Argentinean, born 1915",1,1915.0,2015.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
70295,1,artist,artist,6587,500117956.0,"Presas, Leopoldo",Leopoldo Presas,Presas,"Argentinean, born 1915",1,1915.0,2015.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
48893,1,artist,artist,3687,500035542.0,"Cardenas, Agustin",Agustin Cardenas,Cardenas,"Cuban, born 1927",1,1927.0,,1926 to 1950,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
57135,1,artist,artist,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
134860,1,artist,artist,24756,500037196.0,"Chambi, Martin",Martin Chambi,Chambi,"Peruvian, 1891 - 1973",1,1891.0,1973.0,1876 to 1900,Peruvian,Other,individual,Peruvian,0.0001959887633109,PE,South America,Peru
150707,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
150709,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
150712,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
150705,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
153112,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
58849,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
58850,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
58853,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
58858,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
163517,1,artist,artist,38161,500336512.0,"Alfonzo, Carlos",Carlos Alfonzo,Alfonzo,"Cuban, 1950 - 1991",1,1950.0,1991.0,1926 to 1950,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
57797,1,artist,artist,3507,500015512.0,"Berni, Antonio",Antonio Berni,Berni,"Argentinean, 1905 - 1981",1,1905.0,1981.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
57798,1,artist,artist,3507,500015512.0,"Berni, Antonio",Antonio Berni,Berni,"Argentinean, 1905 - 1981",1,1905.0,1981.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
196189,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
199315,1,artist,artist,46354,,"Rizzi, Maria Teresa",Maria Teresa Rizzi,Rizzi,"Argentinean, born 1957",1,1957.0,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
199324,1,artist,artist,46354,,"Rizzi, Maria Teresa",Maria Teresa Rizzi,Rizzi,"Argentinean, born 1957",1,1957.0,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
221012,1,artist,artist,49585,,"Reynoso, Antonio",Antonio Reynoso,Reynoso,"Mexican, 1919 - 1996",1,1919.0,1996.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
222832,1,artist,artist,51620,500332855.0,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
222852,1,artist,artist,38855,500127966.0,"Garaicoa, Carlos",Carlos Garaicoa,Garaicoa,"Cuban, born 1967",1,1967.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
212110,1,artist,artist,40991,500066376.0,"Gerchman, Rubens",Rubens Gerchman,Gerchman,"Brazilian,  1942 - 2008",1,1942.0,2008.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
212111,1,artist,artist,40991,500066376.0,"Gerchman, Rubens",Rubens Gerchman,Gerchman,"Brazilian,  1942 - 2008",1,1942.0,2008.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
212112,1,artist,artist,40991,500066376.0,"Gerchman, Rubens",Rubens Gerchman,Gerchman,"Brazilian,  1942 - 2008",1,1942.0,2008.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
70288,1,artist,artist,6582,500117887.0,"Hlito, Alfredo",Alfredo Hlito,Hlito,"Argentinean, 1923 - 1993",1,1923.0,1993.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
111094,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
111095,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
61461,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61464,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61466,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61469,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61470,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61472,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61482,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61489,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61492,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
126502,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
126504,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
133865,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
133869,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
133877,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
133880,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
143116,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
143118,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
145426,1,artist,artist,26394,500356627.0,"Bonomi, Maria",Maria Bonomi,Bonomi,"Brazilian, born 1935",1,1935.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
55604,1,artist,artist,1864,500118070.0,"Scliar, Carlos",Carlos Scliar,Scliar,"Brazilian, born 1920",1,1920.0,,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
175301,1,artist,sculptor,35395,500115078.0,"Neto, Ernesto",Ernesto Neto,Neto,"Brazilian, born 1964",1,1964.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
217334,2,artist,artist after,49729,,"Bernardelli, Rodolfo",Rodolfo Bernardelli,Bernardelli,"Brazilian, born Mexico, 1852 - 1931",1,1852.0,1931.0,1851 to 1875,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
57945,1,artist,artist,3682,,"Caporaso, Angelica",Angelica Caporaso,Caporaso,"Argentinean, born 1928",1,1928.0,,1926 to 1950,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
70289,1,artist,artist,6582,500117887.0,"Hlito, Alfredo",Alfredo Hlito,Hlito,"Argentinean, 1923 - 1993",1,1923.0,1993.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
111090,2,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
111092,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
111093,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
61468,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61474,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61476,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61477,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61478,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61480,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61485,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
