uuid,iiifurl,iiifthumburl,viewtype,sequence,width,height,maxpixels,assistivetext,depictstmsobjectid,objectid,constituentid,roletype,role,displaydate_artMade,beginyear_artMade,endyear_artMade,country_artMade,zipcode_artMade,ulanid,forwarddisplayname,artistofngaobject,beginyear,endyear,nationality,constituenttype,demonym,pct_country_NGA,artists_countryCode,artists_continent,artists_country
362ecc21-ba65-458a-b318-7a14da30a2ec,https://api.nga.gov/iiif/362ecc21-ba65-458a-b318-7a14da30a2ec,"https://api.nga.gov/iiif/362ecc21-ba65-458a-b318-7a14da30a2ec/full/!200,200/0/default.jpg",primary,0,2524,4000,640,NULL,58857,58857,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
379941ee-dfa0-40f7-996b-e8e109ad6cd0,https://api.nga.gov/iiif/379941ee-dfa0-40f7-996b-e8e109ad6cd0,"https://api.nga.gov/iiif/379941ee-dfa0-40f7-996b-e8e109ad6cd0/full/!200,200/0/default.jpg",primary,0,4000,2914,640,NULL,150711,150711,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
395fd277-e9b9-4bee-9ddd-ac38bb7749b5,https://api.nga.gov/iiif/395fd277-e9b9-4bee-9ddd-ac38bb7749b5,"https://api.nga.gov/iiif/395fd277-e9b9-4bee-9ddd-ac38bb7749b5/full/!200,200/0/default.jpg",primary,0,3409,4000,640,NULL,61935,61935,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
39935e6c-5662-460e-90fa-3b919f82d385,https://api.nga.gov/iiif/39935e6c-5662-460e-90fa-3b919f82d385,"https://api.nga.gov/iiif/39935e6c-5662-460e-90fa-3b919f82d385/full/!200,200/0/default.jpg",primary,0,2991,4000,NULL,NULL,211394,211394,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
3a89eb3d-2d08-4cf1-b1ba-db7639f84cad,https://api.nga.gov/iiif/3a89eb3d-2d08-4cf1-b1ba-db7639f84cad,"https://api.nga.gov/iiif/3a89eb3d-2d08-4cf1-b1ba-db7639f84cad/full/!200,200/0/default.jpg",primary,0,2527,4000,640,NULL,58853,58853,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
3c33f228-bca0-4d06-88da-96d3fd6e4f48,https://api.nga.gov/iiif/3c33f228-bca0-4d06-88da-96d3fd6e4f48,"https://api.nga.gov/iiif/3c33f228-bca0-4d06-88da-96d3fd6e4f48/full/!200,200/0/default.jpg",primary,0,3323,4000,640,NULL,197753,197753,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
3c838c28-76db-4a30-b59a-1e7ec4c88b32,https://api.nga.gov/iiif/3c838c28-76db-4a30-b59a-1e7ec4c88b32,"https://api.nga.gov/iiif/3c838c28-76db-4a30-b59a-1e7ec4c88b32/full/!200,200/0/default.jpg",primary,0,3077,4000,640,NULL,58984,58984,5449,artist,artist,"Argentinean, born 1936",1936,NULL,NULL,NULL,NULL,"Hector Saunier",1,1936,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
3d3a6610-b041-49d7-b553-75ab4f4dde3e,https://api.nga.gov/iiif/3d3a6610-b041-49d7-b553-75ab4f4dde3e,"https://api.nga.gov/iiif/3d3a6610-b041-49d7-b553-75ab4f4dde3e/full/!200,200/0/default.jpg",primary,0,5946,7453,640,NULL,126504,126504,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
3e2a1cff-95c5-485e-9f33-fee978ea5e31,https://api.nga.gov/iiif/3e2a1cff-95c5-485e-9f33-fee978ea5e31,"https://api.nga.gov/iiif/3e2a1cff-95c5-485e-9f33-fee978ea5e31/full/!200,200/0/default.jpg",primary,0,4000,3030,640,NULL,194318,194318,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
3e7d8da2-28d2-4fd4-8227-6b38bea8e66b,https://api.nga.gov/iiif/3e7d8da2-28d2-4fd4-8227-6b38bea8e66b,"https://api.nga.gov/iiif/3e7d8da2-28d2-4fd4-8227-6b38bea8e66b/full/!200,200/0/default.jpg",primary,0,4000,3066,640,NULL,150704,150704,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
3eb2273d-aa07-42e4-b075-e77b84708c71,https://api.nga.gov/iiif/3eb2273d-aa07-42e4-b075-e77b84708c71,"https://api.nga.gov/iiif/3eb2273d-aa07-42e4-b075-e77b84708c71/full/!200,200/0/default.jpg",primary,0,3582,3709,640,NULL,61483,61483,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
3ee98cf3-7767-4cea-96a1-ecc97101c17e,https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e,"https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/full/!200,200/0/default.jpg",primary,0,3602,3953,NULL,NULL,143123,143123,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
3ee98cf3-7767-4cea-96a1-ecc97101c17e,https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e,"https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/full/!200,200/0/default.jpg",primary,0,3602,3953,NULL,NULL,143123,143123,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
3ee98cf3-7767-4cea-96a1-ecc97101c17e,https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e,"https://api.nga.gov/iiif/3ee98cf3-7767-4cea-96a1-ecc97101c17e/full/!200,200/0/default.jpg",primary,0,3602,3953,NULL,NULL,143123,143123,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
4034d557-294a-42e8-aa38-2496b428f943,https://api.nga.gov/iiif/4034d557-294a-42e8-aa38-2496b428f943,"https://api.nga.gov/iiif/4034d557-294a-42e8-aa38-2496b428f943/full/!200,200/0/default.jpg",primary,0,4000,3249,640,NULL,197747,197747,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
409133cc-0199-49a5-995f-88a0092f6f70,https://api.nga.gov/iiif/409133cc-0199-49a5-995f-88a0092f6f70,"https://api.nga.gov/iiif/409133cc-0199-49a5-995f-88a0092f6f70/full/!200,200/0/default.jpg",primary,0,3462,4000,640,NULL,33515,33515,3452,artist,artist,"Mexican, 1908 - 2003",1908,2003,NULL,NULL,500065904,"Alfredo Zalce",1,1908,2003,Mexican,individual,Mexican,0,MX,NoAm,Mexico
42c1ae2b-e24e-4c9b-a1bc-b0a0d2891edf,https://api.nga.gov/iiif/42c1ae2b-e24e-4c9b-a1bc-b0a0d2891edf,"https://api.nga.gov/iiif/42c1ae2b-e24e-4c9b-a1bc-b0a0d2891edf/full/!200,200/0/default.jpg",primary,0,2575,4000,640,NULL,30249,30249,3704,artist,artist,"Mexican, 1905 - 1947",1905,1947,NULL,NULL,500059286,"Julio Castellanos",1,1905,1947,Mexican,individual,Mexican,0,MX,NoAm,Mexico
44006d03-4c77-4818-8a41-da1bb705c2fe,https://api.nga.gov/iiif/44006d03-4c77-4818-8a41-da1bb705c2fe,"https://api.nga.gov/iiif/44006d03-4c77-4818-8a41-da1bb705c2fe/full/!200,200/0/default.jpg",primary,0,2940,4000,640,NULL,201188,201188,16975,artist,artist,"Guatemalan, 1891 - 1984",1891,1984,NULL,NULL,500004593,"Carlos Merida",1,1891,1984,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
4540be07-f408-4fc5-b215-f9dd94b41caa,https://api.nga.gov/iiif/4540be07-f408-4fc5-b215-f9dd94b41caa,"https://api.nga.gov/iiif/4540be07-f408-4fc5-b215-f9dd94b41caa/full/!200,200/0/default.jpg",primary,0,3531,3513,640,NULL,61987,61987,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
45802917-409d-4915-97d1-a095c2557ef7,https://api.nga.gov/iiif/45802917-409d-4915-97d1-a095c2557ef7,"https://api.nga.gov/iiif/45802917-409d-4915-97d1-a095c2557ef7/full/!200,200/0/default.jpg",primary,0,2900,4000,640,NULL,61490,61490,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
463171b5-806e-4ff4-a0d6-fd9717bc4309,https://api.nga.gov/iiif/463171b5-806e-4ff4-a0d6-fd9717bc4309,"https://api.nga.gov/iiif/463171b5-806e-4ff4-a0d6-fd9717bc4309/full/!200,200/0/default.jpg",primary,0,2797,4000,640,NULL,59857,59857,2518,artist,artist,"Uruguayan, 1874 - 1949",1874,1949,NULL,NULL,500031259,"Joaquín Torres-García",1,1874,1949,Uruguayan,individual,Uruguayan,0,UY,SA,Uruguay
47798689-c948-443f-a064-5c21cb501ad8,https://api.nga.gov/iiif/47798689-c948-443f-a064-5c21cb501ad8,"https://api.nga.gov/iiif/47798689-c948-443f-a064-5c21cb501ad8/full/!200,200/0/default.jpg",primary,0,9413,13712,640,NULL,222830,222830,51620,artist,artist,"Brazilian, born 1968",1968,NULL,NULL,NULL,500332855,"Sandra Cinto",1,1968,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
479cbaab-d876-4322-b628-d49dbec24829,https://api.nga.gov/iiif/479cbaab-d876-4322-b628-d49dbec24829,"https://api.nga.gov/iiif/479cbaab-d876-4322-b628-d49dbec24829/full/!200,200/0/default.jpg",primary,0,4000,3061,640,NULL,57798,57798,3507,artist,artist,"Argentinean, 1905 - 1981",1905,1981,NULL,NULL,500015512,"Antonio Berni",1,1905,1981,Argentinean,individual,Argentinean,0,AR,SA,Argentina
48aa9dfc-e35f-4c09-a25a-4fe15f1e440d,https://api.nga.gov/iiif/48aa9dfc-e35f-4c09-a25a-4fe15f1e440d,"https://api.nga.gov/iiif/48aa9dfc-e35f-4c09-a25a-4fe15f1e440d/full/!200,200/0/default.jpg",primary,0,2817,4000,640,NULL,4555,4555,3489,artist,artist,"Argentinean, 1899-1972",1899,1972,NULL,NULL,NULL,"Adolfo Bellocq",1,1899,1972,Argentinean,individual,Argentinean,0,AR,SA,Argentina
48f68b56-2ade-4935-b72b-35fc87e05599,https://api.nga.gov/iiif/48f68b56-2ade-4935-b72b-35fc87e05599,"https://api.nga.gov/iiif/48f68b56-2ade-4935-b72b-35fc87e05599/full/!200,200/0/default.jpg",primary,0,2928,4000,640,NULL,4553,4553,3489,artist,artist,"Argentinean, 1899-1972",1899,1972,NULL,NULL,NULL,"Adolfo Bellocq",1,1899,1972,Argentinean,individual,Argentinean,0,AR,SA,Argentina
492e5724-afa1-4729-a10d-7a29da5238f6,https://api.nga.gov/iiif/492e5724-afa1-4729-a10d-7a29da5238f6,"https://api.nga.gov/iiif/492e5724-afa1-4729-a10d-7a29da5238f6/full/!200,200/0/default.jpg",primary,0,7743,10716,640,NULL,223251,223251,38881,artist,artist,"Mexican, born Austria-Hungary, 1912 - 2000",1912,2000,NULL,NULL,NULL,"Kati Horna",1,1912,2000,Mexican,individual,Mexican,0,MX,NoAm,Mexico
4a0ae6d1-6d1e-431d-91c7-0ba9c16a6d6e,https://api.nga.gov/iiif/4a0ae6d1-6d1e-431d-91c7-0ba9c16a6d6e,"https://api.nga.gov/iiif/4a0ae6d1-6d1e-431d-91c7-0ba9c16a6d6e/full/!200,200/0/default.jpg",primary,0,5295,6188,640,"In this black and white photograph, a woman wearing a black dress leans toward an arched mirror set into a wall, so we see the woman twice in this double portrait. We are situated slightly below her so we look up at the woman, who gazes down and to our right. The surface of the wall is smooth but lightly textured, like adobe. Trees reflected in the mirror indicate that this is outdoors. The woman in front of us takes up the left half of the composition. She faces our right in profile and leans to our right, at the far edge of the mirror. Her dark hair is pulled up in ribbon entwined braids. She wears long, chandelier style earrings and her high-necked black dress has puffed, lace sleeves. We see her face straight on in the mirror’s reflection. The woman’s distinctive brows knit together over her rounded nose.",196156,196156,39181,artist,artist,"Mexican, 1903 - 1993",1903,1993,NULL,NULL,500056681,"Lola Álvarez Bravo",1,1903,1993,Mexican,individual,Mexican,0,MX,NoAm,Mexico
4ad9dc5b-684e-4340-bd66-0ea6dded4ac2,https://api.nga.gov/iiif/4ad9dc5b-684e-4340-bd66-0ea6dded4ac2,"https://api.nga.gov/iiif/4ad9dc5b-684e-4340-bd66-0ea6dded4ac2/full/!200,200/0/default.jpg",primary,0,3169,4000,640,NULL,64171,64171,1918,artist,artist,"Mexican, 1899 - 1991",1899,1991,NULL,NULL,500024331,"Rufino Tamayo",1,1899,1991,Mexican,individual,Mexican,0,MX,NoAm,Mexico
4b2005ad-193a-41ed-89b5-ef009ddf28ad,https://api.nga.gov/iiif/4b2005ad-193a-41ed-89b5-ef009ddf28ad,"https://api.nga.gov/iiif/4b2005ad-193a-41ed-89b5-ef009ddf28ad/full/!200,200/0/default.jpg",primary,0,4512,5631,640,NULL,163302,163302,38076,artist,artist,"Brazilian, 1937 - 1980",1937,1980,NULL,NULL,500111185,"Hélio Oiticica",1,1937,1980,Brazilian,individual,Brazilian,0,BR,SA,Brazil
4b214d98-8d92-4a09-a7fd-7fda7f8ad534,https://api.nga.gov/iiif/4b214d98-8d92-4a09-a7fd-7fda7f8ad534,"https://api.nga.gov/iiif/4b214d98-8d92-4a09-a7fd-7fda7f8ad534/full/!200,200/0/default.jpg",primary,0,3887,3576,640,NULL,64177,64177,1918,artist,artist,"Mexican, 1899 - 1991",1899,1991,NULL,NULL,500024331,"Rufino Tamayo",1,1899,1991,Mexican,individual,Mexican,0,MX,NoAm,Mexico
4b888a49-bb39-4d2e-993c-ec7ce6c7cecb,https://api.nga.gov/iiif/4b888a49-bb39-4d2e-993c-ec7ce6c7cecb,"https://api.nga.gov/iiif/4b888a49-bb39-4d2e-993c-ec7ce6c7cecb/full/!200,200/0/default.jpg",primary,0,3522,3518,640,NULL,61990,61990,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
4bec4e1c-fc32-4eb1-a962-09b647a98766,https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766,"https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766/full/!200,200/0/default.jpg",primary,0,3044,4000,NULL,NULL,143116,143116,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
4bec4e1c-fc32-4eb1-a962-09b647a98766,https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766,"https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766/full/!200,200/0/default.jpg",primary,0,3044,4000,NULL,NULL,143116,143116,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
4bec4e1c-fc32-4eb1-a962-09b647a98766,https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766,"https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766/full/!200,200/0/default.jpg",primary,0,3044,4000,NULL,NULL,143116,143116,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
4c5d237d-b519-484d-a1a0-f422bd97befd,https://api.nga.gov/iiif/4c5d237d-b519-484d-a1a0-f422bd97befd,"https://api.nga.gov/iiif/4c5d237d-b519-484d-a1a0-f422bd97befd/full/!200,200/0/default.jpg",primary,0,17635,23261,640,NULL,219519,219519,50468,artist,painter,"Nicaraguan, born 1935",1935,NULL,NULL,NULL,500578105,"Alejandro Aróstegui",1,1935,NULL,Nicaraguan,individual,Nicaraguan,0,NI,NoAm,Nicaragua
4c9940b7-e92b-4b74-b08b-854a509d0c44,https://api.nga.gov/iiif/4c9940b7-e92b-4b74-b08b-854a509d0c44,"https://api.nga.gov/iiif/4c9940b7-e92b-4b74-b08b-854a509d0c44/full/!200,200/0/default.jpg",primary,0,5304,3380,640,NULL,107543,107543,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
4de8e0c6-4eb8-4b3d-bf12-fa05ed9ec238,https://api.nga.gov/iiif/4de8e0c6-4eb8-4b3d-bf12-fa05ed9ec238,"https://api.nga.gov/iiif/4de8e0c6-4eb8-4b3d-bf12-fa05ed9ec238/full/!200,200/0/default.jpg",primary,0,3462,4000,640,NULL,133865,133865,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
4ee7a8b1-b80b-49e2-8739-8550c28cf79a,https://api.nga.gov/iiif/4ee7a8b1-b80b-49e2-8739-8550c28cf79a,"https://api.nga.gov/iiif/4ee7a8b1-b80b-49e2-8739-8550c28cf79a/full/!200,200/0/default.jpg",primary,0,2658,2919,640,NULL,145426,145426,26394,artist,artist,"Brazilian, born 1935",1935,NULL,NULL,NULL,500356627,"Maria Bonomi",1,1935,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
4f644ef2-5827-4754-aab9-48bd1a413da8,https://api.nga.gov/iiif/4f644ef2-5827-4754-aab9-48bd1a413da8,"https://api.nga.gov/iiif/4f644ef2-5827-4754-aab9-48bd1a413da8/full/!200,200/0/default.jpg",primary,0,3075,4000,640,NULL,199324,199324,46354,artist,artist,"Argentinean, born 1957",1957,NULL,NULL,NULL,NULL,"Maria Teresa Rizzi",1,1957,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
504ea081-0e23-42e4-bf95-5970de613d71,https://api.nga.gov/iiif/504ea081-0e23-42e4-bf95-5970de613d71,"https://api.nga.gov/iiif/504ea081-0e23-42e4-bf95-5970de613d71/full/!200,200/0/default.jpg",primary,0,3534,3751,640,NULL,61463,61463,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
50ee2a2e-00e2-475a-aba7-ab7825c3db82,https://api.nga.gov/iiif/50ee2a2e-00e2-475a-aba7-ab7825c3db82,"https://api.nga.gov/iiif/50ee2a2e-00e2-475a-aba7-ab7825c3db82/full/!200,200/0/default.jpg",primary,0,3176,4000,640,NULL,30697,30697,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
514c4580-d70d-48b3-b5cd-1a93c180aa02,https://api.nga.gov/iiif/514c4580-d70d-48b3-b5cd-1a93c180aa02,"https://api.nga.gov/iiif/514c4580-d70d-48b3-b5cd-1a93c180aa02/full/!200,200/0/default.jpg",primary,0,5952,7438,640,NULL,126507,126507,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
51513590-1da9-4b58-9173-3cadb5d0ae15,https://api.nga.gov/iiif/51513590-1da9-4b58-9173-3cadb5d0ae15,"https://api.nga.gov/iiif/51513590-1da9-4b58-9173-3cadb5d0ae15/full/!200,200/0/default.jpg",primary,0,4000,3503,640,NULL,33517,33517,3452,artist,artist,"Mexican, 1908 - 2003",1908,2003,NULL,NULL,500065904,"Alfredo Zalce",1,1908,2003,Mexican,individual,Mexican,0,MX,NoAm,Mexico
5332a513-4e8f-4c03-8935-cea7ba9ca73f,https://api.nga.gov/iiif/5332a513-4e8f-4c03-8935-cea7ba9ca73f,"https://api.nga.gov/iiif/5332a513-4e8f-4c03-8935-cea7ba9ca73f/full/!200,200/0/default.jpg",primary,0,3126,4000,640,NULL,196188,196188,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
53fc9722-fa16-44f6-8d27-7c0bacba46cc,https://api.nga.gov/iiif/53fc9722-fa16-44f6-8d27-7c0bacba46cc,"https://api.nga.gov/iiif/53fc9722-fa16-44f6-8d27-7c0bacba46cc/full/!200,200/0/default.jpg",primary,0,2970,4000,640,NULL,61934,61934,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
54140189-5c66-42b3-ae9b-10746bbb5027,https://api.nga.gov/iiif/54140189-5c66-42b3-ae9b-10746bbb5027,"https://api.nga.gov/iiif/54140189-5c66-42b3-ae9b-10746bbb5027/full/!200,200/0/default.jpg",primary,0,3235,4000,640,NULL,128543,128543,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
550a3bbb-36c6-4608-bdc5-6db519a2b13c,https://api.nga.gov/iiif/550a3bbb-36c6-4608-bdc5-6db519a2b13c,"https://api.nga.gov/iiif/550a3bbb-36c6-4608-bdc5-6db519a2b13c/full/!200,200/0/default.jpg",primary,0,3249,4000,640,NULL,30703,30703,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
552e99b7-0bb5-45e1-8b1b-7edeabdd5850,https://api.nga.gov/iiif/552e99b7-0bb5-45e1-8b1b-7edeabdd5850,"https://api.nga.gov/iiif/552e99b7-0bb5-45e1-8b1b-7edeabdd5850/full/!200,200/0/default.jpg",primary,0,4949,7513,NULL,NULL,152826,152826,5265,artist,artist,"Mexican, 1851 - 1913",1851,1913,NULL,NULL,500032573,"José Guadalupe Posada",1,1851,1913,Mexican,individual,Mexican,0,MX,NoAm,Mexico
57208a53-7519-41e4-bf8d-a75417c90e3e,https://api.nga.gov/iiif/57208a53-7519-41e4-bf8d-a75417c90e3e,"https://api.nga.gov/iiif/57208a53-7519-41e4-bf8d-a75417c90e3e/full/!200,200/0/default.jpg",primary,0,3013,3154,640,NULL,57720,57720,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
5726f0a6-1eb3-4af7-8702-0772255668ce,https://api.nga.gov/iiif/5726f0a6-1eb3-4af7-8702-0772255668ce,"https://api.nga.gov/iiif/5726f0a6-1eb3-4af7-8702-0772255668ce/full/!200,200/0/default.jpg",primary,0,3187,4000,640,NULL,30695,30695,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
5776ad08-74f2-4a27-ac9c-c03868c89d98,https://api.nga.gov/iiif/5776ad08-74f2-4a27-ac9c-c03868c89d98,"https://api.nga.gov/iiif/5776ad08-74f2-4a27-ac9c-c03868c89d98/full/!200,200/0/default.jpg",primary,0,3202,4000,640,NULL,30715,30715,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
59f7fd0f-a849-4826-9958-a4216263ecab,https://api.nga.gov/iiif/59f7fd0f-a849-4826-9958-a4216263ecab,"https://api.nga.gov/iiif/59f7fd0f-a849-4826-9958-a4216263ecab/full/!200,200/0/default.jpg",primary,0,2907,4000,640,NULL,201187,201187,16975,artist,artist,"Guatemalan, 1891 - 1984",1891,1984,NULL,NULL,500004593,"Carlos Merida",1,1891,1984,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
5a31d1b6-ae47-41de-aafa-d0cf37bb28df,https://api.nga.gov/iiif/5a31d1b6-ae47-41de-aafa-d0cf37bb28df,"https://api.nga.gov/iiif/5a31d1b6-ae47-41de-aafa-d0cf37bb28df/full/!200,200/0/default.jpg",primary,0,3020,4000,640,NULL,30252,30252,3951,artist,artist,"Mexican, 1911 - 1986",1911,1986,NULL,NULL,500071567,"Francisco Dosamantes",1,1911,1986,Mexican,individual,Mexican,0,MX,NoAm,Mexico
5a6fb089-a479-4f61-bd77-89ddea5cb449,https://api.nga.gov/iiif/5a6fb089-a479-4f61-bd77-89ddea5cb449,"https://api.nga.gov/iiif/5a6fb089-a479-4f61-bd77-89ddea5cb449/full/!200,200/0/default.jpg",primary,0,2571,4000,640,NULL,58850,58850,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
5b8efbae-be7b-434d-8a34-a3a119b7c685,https://api.nga.gov/iiif/5b8efbae-be7b-434d-8a34-a3a119b7c685,"https://api.nga.gov/iiif/5b8efbae-be7b-434d-8a34-a3a119b7c685/full/!200,200/0/default.jpg",primary,0,3195,4000,640,NULL,30700,30700,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
5e6e61ae-9ceb-4390-a601-96967129a84c,https://api.nga.gov/iiif/5e6e61ae-9ceb-4390-a601-96967129a84c,"https://api.nga.gov/iiif/5e6e61ae-9ceb-4390-a601-96967129a84c/full/!200,200/0/default.jpg",primary,0,9474,13729,640,NULL,222832,222832,51620,artist,artist,"Brazilian, born 1968",1968,NULL,NULL,NULL,500332855,"Sandra Cinto",1,1968,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
