uuid,iiifurl,iiifthumburl,viewtype,sequence,width,height,maxpixels,assistivetext,depictstmsobjectid,objectid,constituentid,roletype,role,displaydate_artMade,beginyear_artMade,endyear_artMade,country_artMade,zipcode_artMade,ulanid,forwarddisplayname,artistofngaobject,beginyear,endyear,nationality,constituenttype,demonym,pct_country_NGA,artists_countryCode,artists_continent,artists_country
afe9a6f1-b7b6-46a7-9b07-a93dd0435f28,https://api.nga.gov/iiif/afe9a6f1-b7b6-46a7-9b07-a93dd0435f28,"https://api.nga.gov/iiif/afe9a6f1-b7b6-46a7-9b07-a93dd0435f28/full/!200,200/0/default.jpg",primary,0,3209,4000,640,NULL,30701,30701,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
b06ac562-8901-480a-94d7-ace50091cdc4,https://api.nga.gov/iiif/b06ac562-8901-480a-94d7-ace50091cdc4,"https://api.nga.gov/iiif/b06ac562-8901-480a-94d7-ace50091cdc4/full/!200,200/0/default.jpg",alternate,2,7505,7889,640,NULL,127530,127530,27441,artist,sculptor,"Venezuelan, 1923 - 2005",1923,2005,NULL,NULL,500027187,"Jesús Rafael Soto",1,1923,2005,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
b3418081-7046-465b-ae4d-d06f1789f637,https://api.nga.gov/iiif/b3418081-7046-465b-ae4d-d06f1789f637,"https://api.nga.gov/iiif/b3418081-7046-465b-ae4d-d06f1789f637/full/!200,200/0/default.jpg",primary,0,3168,4000,640,NULL,30696,30696,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
b3e2219c-10fa-4d10-af45-9655e2ec1ae0,https://api.nga.gov/iiif/b3e2219c-10fa-4d10-af45-9655e2ec1ae0,"https://api.nga.gov/iiif/b3e2219c-10fa-4d10-af45-9655e2ec1ae0/full/!200,200/0/default.jpg",primary,0,4368,3743,640,NULL,121052,121052,1831,artist,painter,"Mexican, 1886 - 1957",1886,1957,NULL,NULL,500025126,"Diego Rivera",1,1886,1957,Mexican,individual,Mexican,0,MX,NoAm,Mexico
b4a4bfae-4961-44dd-8bd4-73531534f230,https://api.nga.gov/iiif/b4a4bfae-4961-44dd-8bd4-73531534f230,"https://api.nga.gov/iiif/b4a4bfae-4961-44dd-8bd4-73531534f230/full/!200,200/0/default.jpg",primary,0,4000,3000,640,NULL,175632,175632,41056,artist,artist,"Mexican, born United States, 1925 - 2002",1925,2002,NULL,NULL,500023797,"Mariana Yampolsky",1,1925,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
b51720f1-c8c7-4ff7-9a0c-c0e3375d6091,https://api.nga.gov/iiif/b51720f1-c8c7-4ff7-9a0c-c0e3375d6091,"https://api.nga.gov/iiif/b51720f1-c8c7-4ff7-9a0c-c0e3375d6091/full/!200,200/0/default.jpg",primary,0,2244,4000,640,NULL,61471,61471,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
b5e4c88b-8712-4287-96fe-19d56eeb2910,https://api.nga.gov/iiif/b5e4c88b-8712-4287-96fe-19d56eeb2910,"https://api.nga.gov/iiif/b5e4c88b-8712-4287-96fe-19d56eeb2910/full/!200,200/0/default.jpg",primary,0,3510,3743,640,NULL,10591,10591,1918,artist,artist,"Mexican, 1899 - 1991",1899,1991,NULL,NULL,500024331,"Rufino Tamayo",1,1899,1991,Mexican,individual,Mexican,0,MX,NoAm,Mexico
b73e1b40-11a2-404c-a4c7-178c32a59e8c,https://api.nga.gov/iiif/b73e1b40-11a2-404c-a4c7-178c32a59e8c,"https://api.nga.gov/iiif/b73e1b40-11a2-404c-a4c7-178c32a59e8c/full/!200,200/0/default.jpg",primary,0,3296,4000,640,NULL,30691,30691,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
b875040c-30a5-4cb9-bda9-f260d76ebed2,https://api.nga.gov/iiif/b875040c-30a5-4cb9-bda9-f260d76ebed2,"https://api.nga.gov/iiif/b875040c-30a5-4cb9-bda9-f260d76ebed2/full/!200,200/0/default.jpg",primary,0,9828,7739,640,NULL,221012,221012,49585,artist,artist,"Mexican, 1919 - 1996",1919,1996,NULL,NULL,NULL,"Antonio Reynoso",1,1919,1996,Mexican,individual,Mexican,0,MX,NoAm,Mexico
b89811de-7470-44a9-8831-92c180a042b2,https://api.nga.gov/iiif/b89811de-7470-44a9-8831-92c180a042b2,"https://api.nga.gov/iiif/b89811de-7470-44a9-8831-92c180a042b2/full/!200,200/0/default.jpg",primary,0,4000,2750,640,NULL,150715,150715,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
b8cb2f1a-f966-463a-8520-17d6c9b1541e,https://api.nga.gov/iiif/b8cb2f1a-f966-463a-8520-17d6c9b1541e,"https://api.nga.gov/iiif/b8cb2f1a-f966-463a-8520-17d6c9b1541e/full/!200,200/0/default.jpg",primary,0,2335,4000,640,NULL,33117,33117,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
b964f60a-5942-41a4-9b8d-6fe1beb3ca16,https://api.nga.gov/iiif/b964f60a-5942-41a4-9b8d-6fe1beb3ca16,"https://api.nga.gov/iiif/b964f60a-5942-41a4-9b8d-6fe1beb3ca16/full/!200,200/0/default.jpg",primary,0,5957,7409,640,NULL,126502,126502,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
bb2278f8-99b5-472b-b6e6-f13ae9275feb,https://api.nga.gov/iiif/bb2278f8-99b5-472b-b6e6-f13ae9275feb,"https://api.nga.gov/iiif/bb2278f8-99b5-472b-b6e6-f13ae9275feb/full/!200,200/0/default.jpg",primary,0,4000,3455,640,NULL,33514,33514,3452,artist,artist,"Mexican, 1908 - 2003",1908,2003,NULL,NULL,500065904,"Alfredo Zalce",1,1908,2003,Mexican,individual,Mexican,0,MX,NoAm,Mexico
bb581adc-a190-4b96-ad3c-004eec8aa4a5,https://api.nga.gov/iiif/bb581adc-a190-4b96-ad3c-004eec8aa4a5,"https://api.nga.gov/iiif/bb581adc-a190-4b96-ad3c-004eec8aa4a5/full/!200,200/0/default.jpg",primary,0,4000,2579,640,NULL,30639,30639,5136,artist,artist,"Mexican, 1883 - 1949",1883,1949,NULL,NULL,500012316,"José Clemente Orozco",1,1883,1949,Mexican,individual,Mexican,0,MX,NoAm,Mexico
bb6315fe-f30e-4fa6-be71-977f1872357b,https://api.nga.gov/iiif/bb6315fe-f30e-4fa6-be71-977f1872357b,"https://api.nga.gov/iiif/bb6315fe-f30e-4fa6-be71-977f1872357b/full/!200,200/0/default.jpg",primary,0,3211,4000,640,NULL,30711,30711,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
bbb69e27-3960-480a-9add-3a9e6f66d8ea,https://api.nga.gov/iiif/bbb69e27-3960-480a-9add-3a9e6f66d8ea,"https://api.nga.gov/iiif/bbb69e27-3960-480a-9add-3a9e6f66d8ea/full/!200,200/0/default.jpg",primary,0,3586,3687,640,NULL,61464,61464,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
bf7bdd78-1f1b-4037-a3e2-9f2953d7369c,https://api.nga.gov/iiif/bf7bdd78-1f1b-4037-a3e2-9f2953d7369c,"https://api.nga.gov/iiif/bf7bdd78-1f1b-4037-a3e2-9f2953d7369c/full/!200,200/0/default.jpg",primary,0,8165,10155,640,NULL,221013,221013,38881,artist,artist,"Mexican, born Austria-Hungary, 1912 - 2000",1912,2000,NULL,NULL,NULL,"Kati Horna",1,1912,2000,Mexican,individual,Mexican,0,MX,NoAm,Mexico
c08cc34a-c90d-49a5-9ff1-c7f72209fa0c,https://api.nga.gov/iiif/c08cc34a-c90d-49a5-9ff1-c7f72209fa0c,"https://api.nga.gov/iiif/c08cc34a-c90d-49a5-9ff1-c7f72209fa0c/full/!200,200/0/default.jpg",primary,0,2599,4000,640,NULL,58845,58845,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
c1b1c883-d432-49d3-9cb4-48f734121100,https://api.nga.gov/iiif/c1b1c883-d432-49d3-9cb4-48f734121100,"https://api.nga.gov/iiif/c1b1c883-d432-49d3-9cb4-48f734121100/full/!200,200/0/default.jpg",primary,0,9875,7692,640,NULL,163543,163543,1918,artist,artist,"Mexican, 1899 - 1991",1899,1991,NULL,NULL,500024331,"Rufino Tamayo",1,1899,1991,Mexican,individual,Mexican,0,MX,NoAm,Mexico
c2197e07-ec8f-43dd-9aa5-47ad7fc7968b,https://api.nga.gov/iiif/c2197e07-ec8f-43dd-9aa5-47ad7fc7968b,"https://api.nga.gov/iiif/c2197e07-ec8f-43dd-9aa5-47ad7fc7968b/full/!200,200/0/default.jpg",primary,0,3473,4000,640,NULL,133867,133867,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
c23535fc-42c8-4f02-a89a-ebaa79ccbf2f,https://api.nga.gov/iiif/c23535fc-42c8-4f02-a89a-ebaa79ccbf2f,"https://api.nga.gov/iiif/c23535fc-42c8-4f02-a89a-ebaa79ccbf2f/full/!200,200/0/default.jpg",primary,0,2518,4000,640,NULL,58852,58852,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
c2ae4f39-514c-4fb8-9342-63e484bfbb2c,https://api.nga.gov/iiif/c2ae4f39-514c-4fb8-9342-63e484bfbb2c,"https://api.nga.gov/iiif/c2ae4f39-514c-4fb8-9342-63e484bfbb2c/full/!200,200/0/default.jpg",primary,0,2683,4000,640,NULL,58847,58847,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
c2e89939-eb4e-422c-ae6f-18b406088e05,https://api.nga.gov/iiif/c2e89939-eb4e-422c-ae6f-18b406088e05,"https://api.nga.gov/iiif/c2e89939-eb4e-422c-ae6f-18b406088e05/full/!200,200/0/default.jpg",primary,0,13024,10490,640,NULL,169094,169094,38855,artist,artist,"Cuban, born 1967",1967,NULL,NULL,NULL,500127966,"Carlos Garaicoa",1,1967,NULL,Cuban,individual,Cuban,0,CU,NoAm,Cuba
c329b0e0-f3ac-431c-b9f6-951514c4afc4,https://api.nga.gov/iiif/c329b0e0-f3ac-431c-b9f6-951514c4afc4,"https://api.nga.gov/iiif/c329b0e0-f3ac-431c-b9f6-951514c4afc4/full/!200,200/0/default.jpg",primary,0,3037,4000,NULL,NULL,210341,210341,38881,artist,artist,"Mexican, born Austria-Hungary, 1912 - 2000",1912,2000,NULL,NULL,NULL,"Kati Horna",1,1912,2000,Mexican,individual,Mexican,0,MX,NoAm,Mexico
c37c7389-cc9b-4796-9c2e-29086603e346,https://api.nga.gov/iiif/c37c7389-cc9b-4796-9c2e-29086603e346,"https://api.nga.gov/iiif/c37c7389-cc9b-4796-9c2e-29086603e346/full/!200,200/0/default.jpg",primary,0,2567,4000,640,NULL,58856,58856,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
c573ca02-0ddf-4d3a-ade2-1ea63e7d523a,https://api.nga.gov/iiif/c573ca02-0ddf-4d3a-ade2-1ea63e7d523a,"https://api.nga.gov/iiif/c573ca02-0ddf-4d3a-ade2-1ea63e7d523a/full/!200,200/0/default.jpg",primary,0,3253,4000,640,NULL,133869,133869,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
c66cc351-293a-42ac-a166-40d9964c91ee,https://api.nga.gov/iiif/c66cc351-293a-42ac-a166-40d9964c91ee,"https://api.nga.gov/iiif/c66cc351-293a-42ac-a166-40d9964c91ee/full/!200,200/0/default.jpg",primary,0,5336,6114,640,NULL,221109,221109,2894,artist,artist,"Mexican, 1901 - 1976",1901,1976,NULL,NULL,500202173,"Emilio Amero",1,1901,1976,Mexican,individual,Mexican,0,MX,NoAm,Mexico
c6f6aa75-6624-4070-9c9c-54cacccdd4cb,https://api.nga.gov/iiif/c6f6aa75-6624-4070-9c9c-54cacccdd4cb,"https://api.nga.gov/iiif/c6f6aa75-6624-4070-9c9c-54cacccdd4cb/full/!200,200/0/default.jpg",primary,0,3564,3739,640,NULL,61466,61466,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
c73c0136-d48d-4bea-89e3-d19372077470,https://api.nga.gov/iiif/c73c0136-d48d-4bea-89e3-d19372077470,"https://api.nga.gov/iiif/c73c0136-d48d-4bea-89e3-d19372077470/full/!200,200/0/default.jpg",primary,0,4000,3101,640,NULL,48413,48413,1707,artist,artist,"Chilean, 1911 - 2002",1911,2002,NULL,NULL,500057123,Matta,1,1911,2002,Chilean,individual,Chilean,0,CL,SA,Chile
c8329bb6-1384-4371-b4a3-3ebbb6c03abd,https://api.nga.gov/iiif/c8329bb6-1384-4371-b4a3-3ebbb6c03abd,"https://api.nga.gov/iiif/c8329bb6-1384-4371-b4a3-3ebbb6c03abd/full/!200,200/0/default.jpg",primary,0,3192,4000,640,NULL,194319,194319,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
c8454481-675d-495b-bc4c-5373dbbf1bee,https://api.nga.gov/iiif/c8454481-675d-495b-bc4c-5373dbbf1bee,"https://api.nga.gov/iiif/c8454481-675d-495b-bc4c-5373dbbf1bee/full/!200,200/0/default.jpg",primary,0,3527,3521,640,NULL,61992,61992,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
ca50a061-549c-49d1-8ace-7649e713a462,https://api.nga.gov/iiif/ca50a061-549c-49d1-8ace-7649e713a462,"https://api.nga.gov/iiif/ca50a061-549c-49d1-8ace-7649e713a462/full/!200,200/0/default.jpg",primary,0,4000,2985,640,NULL,153112,153112,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
